src/main/resources/data/resumes/station.txt
Size of objects array: 9073
Elements saved on DataBase:

Station [codename=null, latitude=0.0, longitude=0.0, basin=null]
Station [codename=1240027, latitude=-123000.0, longitude=-401700.0, basin=-]
Station [codename=1240028, latitude=-125545.0, longitude=-401330.0, basin=-]
Station [codename=1240029, latitude=-124754.0, longitude=-402138.0, basin=-]
Station [codename=1240030, latitude=-123916.0, longitude=-403518.0, basin=-]
Station [codename=1240031, latitude=-121659.0, longitude=-403044.0, basin=-]
Station [codename=1240032, latitude=-120308.0, longitude=-404832.0, basin=-]
Station [codename=1240033, latitude=-121403.0, longitude=-404800.0, basin=-]
Station [codename=1240034, latitude=-123917.0, longitude=-405215.0, basin=-]
Station [codename=1241000, latitude=-124500.0, longitude=-411900.0, basin=-]
Station [codename=1241001, latitude=-125605.0, longitude=-410357.0, basin=-]
Station [codename=1241002, latitude=-122800.0, longitude=-410300.0, basin=-]
Station [codename=1241003, latitude=-124236.0, longitude=-414931.0, basin=-]
Station [codename=1241004, latitude=-124514.0, longitude=-420521.0, basin=-]
Station [codename=1241005, latitude=-124800.0, longitude=-411000.0, basin=-]
Station [codename=1241006, latitude=-125900.0, longitude=-412200.0, basin=-]
Station [codename=1241007, latitude=-125000.0, longitude=-412000.0, basin=-]
Station [codename=1241008, latitude=-124806.0, longitude=-411939.0, basin=-]
Station [codename=1241009, latitude=-122900.0, longitude=-415400.0, basin=-]
Station [codename=1241010, latitude=-121700.0, longitude=-412400.0, basin=-]
Station [codename=1241011, latitude=-123400.0, longitude=-412300.0, basin=-]
Station [codename=1241012, latitude=-121509.0, longitude=-413656.0, basin=-]
Station [codename=1241013, latitude=-124700.0, longitude=-413100.0, basin=-]
Station [codename=1241014, latitude=-123326.0, longitude=-412319.0, basin=-]
Station [codename=1241015, latitude=-120200.0, longitude=-415800.0, basin=-]
Station [codename=1241016, latitude=-123500.0, longitude=-412300.0, basin=-]
Station [codename=1241017, latitude=-122951.0, longitude=-411746.0, basin=-]
Station [codename=1241018, latitude=-121715.0, longitude=-411012.0, basin=-]
Station [codename=1241019, latitude=-120300.0, longitude=-412700.0, basin=-]
Station [codename=1241020, latitude=-120500.0, longitude=-410400.0, basin=-]
Station [codename=1241021, latitude=-120200.0, longitude=-411000.0, basin=-]
Station [codename=1241022, latitude=-122500.0, longitude=-414600.0, basin=-]
Station [codename=1241023, latitude=-122632.0, longitude=-414606.0, basin=-]
Station [codename=1241025, latitude=-123000.0, longitude=-413400.0, basin=-]
Station [codename=1241026, latitude=-123007.0, longitude=-411228.0, basin=-]
Station [codename=1241027, latitude=-120336.0, longitude=-412051.0, basin=-]
Station [codename=1241028, latitude=-120109.0, longitude=-410317.0, basin=-]
Station [codename=1241029, latitude=-122400.0, longitude=-414600.0, basin=-]
Station [codename=1241030, latitude=-121700.0, longitude=-411000.0, basin=-]
Station [codename=1241031, latitude=-120000.0, longitude=-410000.0, basin=-]
Station [codename=1241032, latitude=-124559.0, longitude=-413210.0, basin=-]
Station [codename=1241033, latitude=-130027.0, longitude=-412212.0, basin=-]
Station [codename=1241034, latitude=-122532.0, longitude=-414606.0, basin=-]
Station [codename=1241035, latitude=-121509.0, longitude=-413656.0, basin=-]
Station [codename=1241036, latitude=-124028.0, longitude=-415945.0, basin=-]
Station [codename=1241037, latitude=-125419.0, longitude=-415156.0, basin=-]
Station [codename=1241038, latitude=-121530.0, longitude=-412640.0, basin=-]
Station [codename=1241039, latitude=-121714.0, longitude=-410936.0, basin=-]
Station [codename=1241040, latitude=-120142.0, longitude=-410326.0, basin=-]
Station [codename=1241041, latitude=-124612.0, longitude=-413221.0, basin=-]
Station [codename=1241042, latitude=-120150.0, longitude=-415948.0, basin=-]
Station [codename=1241043, latitude=-122700.0, longitude=-412700.0, basin=-]
Station [codename=1241044, latitude=-120549.0, longitude=-413846.0, basin=-]
Station [codename=1241045, latitude=-121714.0, longitude=-410935.0, basin=-]
Station [codename=1241046, latitude=-122534.0, longitude=-414605.0, basin=-]
Station [codename=1241047, latitude=-121510.0, longitude=-413654.0, basin=-]
Station [codename=1241048, latitude=-124256.0, longitude=-414935.0, basin=-]
Station [codename=1242000, latitude=-122000.0, longitude=-423400.0, basin=-]
Station [codename=1242001, latitude=-123600.0, longitude=-423100.0, basin=-]
Station [codename=1242002, latitude=-125000.0, longitude=-422600.0, basin=-]
Station [codename=1242003, latitude=-123300.0, longitude=-420400.0, basin=-]
Station [codename=1242005, latitude=-124922.0, longitude=-424348.0, basin=-]
Station [codename=1242006, latitude=-120000.0, longitude=-423800.0, basin=-]
Station [codename=1242007, latitude=-121200.0, longitude=-424000.0, basin=-]
Station [codename=1242008, latitude=-121858.0, longitude=-425344.0, basin=-]
Station [codename=1242009, latitude=-121822.0, longitude=-420531.0, basin=-]
Station [codename=1242010, latitude=-125412.0, longitude=-425647.0, basin=-]
Station [codename=1242011, latitude=-122800.0, longitude=-421400.0, basin=-]
Station [codename=1242012, latitude=-123900.0, longitude=-421300.0, basin=-]
Station [codename=1242013, latitude=-120345.0, longitude=-421356.0, basin=-]
Station [codename=1242015, latitude=-120013.0, longitude=-423742.0, basin=-]
Station [codename=1242016, latitude=-121507.0, longitude=-424546.0, basin=-]
Station [codename=1242018, latitude=-122200.0, longitude=-424200.0, basin=-]
Station [codename=1242019, latitude=-124007.0, longitude=-425947.0, basin=-]
Station [codename=1242020, latitude=-123310.0, longitude=-420422.0, basin=-]
Station [codename=1242021, latitude=-121842.0, longitude=-420536.0, basin=-]
Station [codename=1243000, latitude=-125201.0, longitude=-432253.0, basin=-]
Station [codename=1243001, latitude=-121100.0, longitude=-432500.0, basin=-]
Station [codename=1243002, latitude=-121159.0, longitude=-434954.0, basin=-]
Station [codename=1243003, latitude=-124135.0, longitude=-431113.0, basin=-]
Station [codename=1243004, latitude=-124116.0, longitude=-431050.0, basin=-]
Station [codename=1243005, latitude=-124100.0, longitude=-431200.0, basin=-]
Station [codename=1243006, latitude=-124200.0, longitude=-431000.0, basin=-]
Station [codename=1243007, latitude=-123000.0, longitude=-430600.0, basin=-]
Station [codename=1243008, latitude=-125206.0, longitude=-432247.0, basin=-]
Station [codename=1243009, latitude=-121300.0, longitude=-430500.0, basin=-]
Station [codename=1243010, latitude=-122900.0, longitude=-435700.0, basin=-]
Station [codename=1243011, latitude=-121050.0, longitude=-431324.0, basin=-]
Station [codename=1243012, latitude=-122122.0, longitude=-434153.0, basin=-]
Station [codename=1243013, latitude=-124600.0, longitude=-435700.0, basin=-]
Station [codename=1243017, latitude=-121900.0, longitude=-431100.0, basin=-]
Station [codename=1243018, latitude=-125200.0, longitude=-432300.0, basin=-]
Station [codename=1243019, latitude=-124609.0, longitude=-435727.0, basin=-]
Station [codename=1243020, latitude=-122907.0, longitude=-435626.0, basin=-]
Station [codename=1243028, latitude=-120731.0, longitude=-435303.0, basin=-]
Station [codename=1244000, latitude=-124328.0, longitude=-443335.0, basin=-]
Station [codename=1244001, latitude=-121858.0, longitude=-445137.0, basin=-]
Station [codename=1244002, latitude=-120037.0, longitude=-444149.0, basin=-]
Station [codename=1244003, latitude=-121355.0, longitude=-442507.0, basin=-]
Station [codename=1244004, latitude=-120147.0, longitude=-441523.0, basin=-]
Station [codename=1244005, latitude=-120000.0, longitude=-445700.0, basin=-]
Station [codename=1244006, latitude=-123942.0, longitude=-441706.0, basin=-]
Station [codename=1244007, latitude=-121825.0, longitude=-443204.0, basin=-]
Station [codename=1244008, latitude=-122400.0, longitude=-441500.0, basin=-]
Station [codename=1244009, latitude=-121000.0, longitude=-445900.0, basin=-]
Station [codename=1244010, latitude=-120920.0, longitude=-450029.0, basin=-]
Station [codename=1244011, latitude=-110916.0, longitude=-450033.0, basin=-]
Station [codename=1244012, latitude=-120025.0, longitude=-445637.0, basin=-]
Station [codename=1244013, latitude=-120106.0, longitude=-440200.0, basin=-]
Station [codename=1244014, latitude=-122200.0, longitude=-445900.0, basin=-]
Station [codename=1244015, latitude=-122200.0, longitude=-445900.0, basin=-]
Station [codename=1244016, latitude=-122611.0, longitude=-443703.0, basin=-]
Station [codename=1244017, latitude=-125845.0, longitude=-440326.0, basin=-]
Station [codename=1244018, latitude=-125900.0, longitude=-440300.0, basin=-]
Station [codename=1244019, latitude=-122321.0, longitude=-445556.0, basin=-]
Station [codename=1244020, latitude=-125937.0, longitude=-444822.0, basin=-]
Station [codename=1244021, latitude=-121356.0, longitude=-445603.0, basin=-]
Station [codename=1244022, latitude=-121357.0, longitude=-442314.0, basin=-]
Station [codename=1244023, latitude=-123938.0, longitude=-442321.0, basin=-]
Station [codename=1245000, latitude=-122600.0, longitude=-451500.0, basin=-]
Station [codename=1245001, latitude=-122600.0, longitude=-450500.0, basin=-]
Station [codename=1245002, latitude=-122000.0, longitude=-450000.0, basin=-]
Station [codename=1245003, latitude=-124100.0, longitude=-455000.0, basin=-]
Station [codename=1245004, latitude=-120805.0, longitude=-450615.0, basin=-]
Station [codename=1245005, latitude=-122441.0, longitude=-450713.0, basin=-]
Station [codename=1245006, latitude=-120700.0, longitude=-450300.0, basin=-]
Station [codename=1245007, latitude=-122550.0, longitude=-450509.0, basin=-]
Station [codename=1245009, latitude=-120900.0, longitude=-450000.0, basin=-]
Station [codename=1245010, latitude=-120700.0, longitude=-450500.0, basin=-]
Station [codename=1245011, latitude=-122400.0, longitude=-450900.0, basin=-]
Station [codename=1245012, latitude=-122600.0, longitude=-450600.0, basin=-]
Station [codename=1245014, latitude=-120732.0, longitude=-454839.0, basin=-]
Station [codename=1245015, latitude=-124555.0, longitude=-455638.0, basin=-]
Station [codename=1245016, latitude=-123949.0, longitude=-450110.0, basin=-]
Station [codename=1245017, latitude=-121727.0, longitude=-453241.0, basin=-]
Station [codename=1245018, latitude=-120626.0, longitude=-455713.0, basin=-]
Station [codename=1245019, latitude=-120411.0, longitude=-455340.0, basin=-]
Station [codename=1245020, latitude=-120347.0, longitude=-453332.0, basin=-]
Station [codename=1245021, latitude=-120332.0, longitude=-453535.0, basin=-]
Station [codename=1245022, latitude=-120418.0, longitude=-452921.0, basin=-]
Station [codename=1245023, latitude=-120932.0, longitude=-451945.0, basin=-]
Station [codename=1245024, latitude=-120509.0, longitude=-454821.0, basin=-]
Station [codename=1245025, latitude=-124646.0, longitude=-455633.0, basin=-]
Station [codename=1245026, latitude=-124804.0, longitude=-454342.0, basin=-]
Station [codename=1245027, latitude=-123832.0, longitude=-452705.0, basin=-]
Station [codename=1245028, latitude=-122154.0, longitude=-455140.0, basin=-]
Station [codename=1245029, latitude=-121730.0, longitude=-453234.0, basin=-]
Station [codename=1245030, latitude=-125011.0, longitude=-451820.0, basin=-]
Station [codename=1246000, latitude=-120527.0, longitude=-462846.0, basin=-]
Station [codename=1246001, latitude=-124250.0, longitude=-462431.0, basin=-]
Station [codename=1246002, latitude=-122424.0, longitude=-462600.0, basin=-]
Station [codename=1246003, latitude=-122406.0, longitude=-462616.0, basin=-]
Station [codename=1246004, latitude=-122410.0, longitude=-462616.0, basin=-]
Station [codename=1246005, latitude=-120152.0, longitude=-460310.0, basin=-]
Station [codename=1246006, latitude=-123839.0, longitude=-461134.0, basin=-]
Station [codename=1246007, latitude=-122420.0, longitude=-460757.0, basin=-]
Station [codename=1246008, latitude=-121019.0, longitude=-461346.0, basin=-]
Station [codename=1247000, latitude=-121357.0, longitude=-471928.0, basin=-]
Station [codename=1247001, latitude=-123700.0, longitude=-475242.0, basin=-]
Station [codename=1247002, latitude=-122456.0, longitude=-471159.0, basin=-]
Station [codename=1247003, latitude=-123300.0, longitude=-475100.0, basin=-]
Station [codename=1247005, latitude=-123506.0, longitude=-472912.0, basin=-]
Station [codename=1247006, latitude=-122456.0, longitude=-471158.0, basin=-]
Station [codename=1247007, latitude=-123647.0, longitude=-474534.0, basin=-]
Station [codename=1247008, latitude=-124126.0, longitude=-474659.0, basin=-]
Station [codename=1248000, latitude=-120142.0, longitude=-483218.0, basin=-]
Station [codename=1248001, latitude=-122316.0, longitude=-484241.0, basin=-]
Station [codename=1248002, latitude=-120300.0, longitude=-483200.0, basin=-]
Station [codename=1248003, latitude=-130231.0, longitude=-482425.0, basin=-]
Station [codename=1248004, latitude=-121558.0, longitude=-481843.0, basin=-]
Station [codename=1248006, latitude=-121341.0, longitude=-482414.0, basin=-]
Station [codename=1248007, latitude=-124010.0, longitude=-482309.0, basin=-]
Station [codename=1249000, latitude=-122851.0, longitude=-490727.0, basin=-]
Station [codename=1249001, latitude=-125544.0, longitude=-494939.0, basin=-]
Station [codename=1249002, latitude=-115022.0, longitude=-494618.0, basin=-]
Station [codename=1249003, latitude=-120519.0, longitude=-495616.0, basin=-]
Station [codename=1249004, latitude=-122504.0, longitude=-493521.0, basin=-]
Station [codename=1249005, latitude=-123200.0, longitude=-495555.0, basin=-]
Station [codename=1250000, latitude=-124914.0, longitude=-502010.0, basin=-]
Station [codename=1250001, latitude=-121731.0, longitude=-505749.0, basin=-]
Station [codename=1251000, latitude=-120951.0, longitude=-514149.0, basin=-]
Station [codename=1251001, latitude=-125623.0, longitude=-514935.0, basin=-]
Station [codename=1251002, latitude=-124849.0, longitude=-510134.0, basin=-]
Station [codename=1252000, latitude=-123719.0, longitude=-520332.0, basin=-]
Station [codename=1253001, latitude=-120000.0, longitude=-532400.0, basin=-]
Station [codename=1254000, latitude=-123500.0, longitude=-544500.0, basin=-]
Station [codename=1254001, latitude=-124847.0, longitude=-544506.0, basin=-]
Station [codename=1254002, latitude=-122157.0, longitude=-542921.0, basin=-]
Station [codename=1254003, latitude=-124752.0, longitude=-541455.0, basin=-]
Station [codename=1254004, latitude=-122209.0, longitude=-540818.0, basin=-]
Station [codename=1255000, latitude=-121718.0, longitude=-551737.0, basin=-]
Station [codename=1255001, latitude=-124027.0, longitude=-554730.0, basin=-]
Station [codename=1255002, latitude=-123058.0, longitude=-545438.0, basin=-]
Station [codename=1256000, latitude=-120200.0, longitude=-563600.0, basin=-]
Station [codename=1256001, latitude=-121200.0, longitude=-563000.0, basin=-]
Station [codename=1256002, latitude=-125847.0, longitude=-561050.0, basin=-]
Station [codename=1256003, latitude=-124736.0, longitude=-560038.0, basin=-]
Station [codename=1257000, latitude=-120701.0, longitude=-575957.0, basin=-]
Station [codename=1258001, latitude=-125609.0, longitude=-580343.0, basin=-]
Station [codename=1259001, latitude=-120137.0, longitude=-593901.0, basin=-]
Station [codename=1260000, latitude=-124400.0, longitude=-600800.0, basin=-]
Station [codename=1260001, latitude=-124200.0, longitude=-600500.0, basin=-]
Station [codename=1260002, latitude=-122500.0, longitude=-603200.0, basin=-]
Station [codename=1260003, latitude=-124612.0, longitude=-600539.0, basin=-]
Station [codename=1260004, latitude=-122326.0, longitude=-602914.0, basin=-]
Station [codename=1260005, latitude=-124940.0, longitude=-604726.0, basin=-]
Station [codename=1260006, latitude=-123338.0, longitude=-605415.0, basin=-]
Station [codename=1261000, latitude=-122916.0, longitude=-610247.0, basin=-]
Station [codename=1261001, latitude=-121233.0, longitude=-613743.0, basin=-]
Station [codename=1261002, latitude=-122132.0, longitude=-614342.0, basin=-]
Station [codename=1261003, latitude=-123224.0, longitude=-613145.0, basin=-]
Station [codename=1262000, latitude=-125105.0, longitude=-625357.0, basin=-]
Station [codename=1262001, latitude=-123605.0, longitude=-621042.0, basin=-]
Station [codename=1264000, latitude=-122537.0, longitude=-642521.0, basin=-]
Station [codename=1264001, latitude=-122552.0, longitude=-641355.0, basin=-]
Station [codename=1264002, latitude=-122536.0, longitude=-642521.0, basin=-]
Station [codename=1269000, latitude=-123500.0, longitude=-691200.0, basin=-]
Station [codename=1269001, latitude=-123900.0, longitude=-690900.0, basin=-]
Station [codename=1271000, latitude=-124000.0, longitude=-711500.0, basin=-]
Station [codename=1272000, latitude=-123400.0, longitude=-720300.0, basin=-]
Station [codename=1272001, latitude=-125700.0, longitude=-724000.0, basin=-]
Station [codename=1272002, latitude=-124700.0, longitude=-724000.0, basin=-]
Station [codename=1272003, latitude=-122500.0, longitude=-725500.0, basin=-]
Station [codename=1272004, latitude=-125300.0, longitude=-724400.0, basin=-]
Station [codename=1272005, latitude=-125000.0, longitude=-722600.0, basin=-]
Station [codename=1272006, latitude=-125500.0, longitude=-723700.0, basin=-]
Station [codename=1272007, latitude=-125700.0, longitude=-724000.0, basin=-]
Station [codename=1272008, latitude=-125000.0, longitude=-722600.0, basin=-]
Station [codename=1272009, latitude=-125300.0, longitude=-724400.0, basin=-]
Station [codename=1273000, latitude=-123300.0, longitude=-734800.0, basin=-]
Station [codename=1273001, latitude=-123400.0, longitude=-734900.0, basin=-]
Station [codename=1273002, latitude=-125500.0, longitude=-734500.0, basin=-]
Station [codename=1273003, latitude=-123000.0, longitude=-735200.0, basin=-]
Station [codename=1273004, latitude=-123800.0, longitude=-735200.0, basin=-]
Station [codename=1273005, latitude=-123200.0, longitude=-735000.0, basin=-]
Station [codename=1273006, latitude=-124300.0, longitude=-731100.0, basin=-]
Station [codename=1274000, latitude=-122900.0, longitude=-744900.0, basin=-]
Station [codename=1274001, latitude=-123200.0, longitude=-745500.0, basin=-]
Station [codename=1274002, latitude=-125000.0, longitude=-743400.0, basin=-]
Station [codename=1274003, latitude=-122400.0, longitude=-745200.0, basin=-]
Station [codename=1274004, latitude=-122700.0, longitude=-743900.0, basin=-]
Station [codename=1274005, latitude=-124700.0, longitude=-745900.0, basin=-]
Station [codename=1274006, latitude=-125900.0, longitude=-744300.0, basin=-]
Station [codename=1274007, latitude=-125600.0, longitude=-741500.0, basin=-]
Station [codename=1274008, latitude=-121800.0, longitude=-744700.0, basin=-]
Station [codename=1274009, latitude=-123400.0, longitude=-742300.0, basin=-]
Station [codename=1274010, latitude=-120900.0, longitude=-741200.0, basin=-]
Station [codename=1274011, latitude=-123400.0, longitude=-742400.0, basin=-]
Station [codename=1274012, latitude=-125900.0, longitude=-744300.0, basin=-]
Station [codename=1274013, latitude=-122200.0, longitude=-744000.0, basin=-]
Station [codename=1274014, latitude=-122200.0, longitude=-744200.0, basin=-]
Station [codename=1274015, latitude=-122300.0, longitude=-744100.0, basin=-]
Station [codename=1274016, latitude=-122800.0, longitude=-744600.0, basin=-]
Station [codename=1274017, latitude=-123100.0, longitude=-744100.0, basin=-]
Station [codename=1274018, latitude=-123800.0, longitude=-742400.0, basin=-]
Station [codename=1274019, latitude=-124400.0, longitude=-742300.0, basin=-]
Station [codename=1274020, latitude=-124800.0, longitude=-742300.0, basin=-]
Station [codename=1274021, latitude=-125600.0, longitude=-741500.0, basin=-]
Station [codename=1274022, latitude=-125100.0, longitude=-742000.0, basin=-]
Station [codename=1274023, latitude=-122000.0, longitude=-744400.0, basin=-]
Station [codename=1274024, latitude=-122900.0, longitude=-744500.0, basin=-]
Station [codename=1274025, latitude=-122800.0, longitude=-743800.0, basin=-]
Station [codename=1274026, latitude=-121200.0, longitude=-744700.0, basin=-]
Station [codename=1274027, latitude=-120500.0, longitude=-744900.0, basin=-]
Station [codename=1274028, latitude=-125400.0, longitude=-741600.0, basin=-]
Station [codename=1274029, latitude=-123300.0, longitude=-743200.0, basin=-]
Station [codename=1274030, latitude=-125900.0, longitude=-744300.0, basin=-]
Station [codename=1275000, latitude=-123300.0, longitude=-753200.0, basin=-]
Station [codename=1275001, latitude=-120000.0, longitude=-752800.0, basin=-]
Station [codename=1275002, latitude=-122600.0, longitude=-752500.0, basin=-]
Station [codename=1275003, latitude=-122200.0, longitude=-750700.0, basin=-]
Station [codename=1275004, latitude=-120300.0, longitude=-752800.0, basin=-]
Station [codename=1275005, latitude=-121800.0, longitude=-752400.0, basin=-]
Station [codename=1275006, latitude=-122400.0, longitude=-750500.0, basin=-]
Station [codename=1275007, latitude=-124600.0, longitude=-750300.0, basin=-]
Station [codename=1275008, latitude=-120200.0, longitude=-751900.0, basin=-]
Station [codename=1275009, latitude=-120300.0, longitude=-752000.0, basin=-]
Station [codename=1275010, latitude=-120400.0, longitude=-751700.0, basin=-]
Station [codename=1275011, latitude=-120500.0, longitude=-753600.0, basin=-]
Station [codename=1275012, latitude=-124500.0, longitude=-753000.0, basin=-]
Station [codename=1275013, latitude=-121300.0, longitude=-753800.0, basin=-]
Station [codename=1275014, latitude=-120200.0, longitude=-751400.0, basin=-]
Station [codename=1275015, latitude=-120000.0, longitude=-753500.0, basin=-]
Station [codename=1275016, latitude=-121100.0, longitude=-753500.0, basin=-]
Station [codename=1275017, latitude=-120200.0, longitude=-752100.0, basin=-]
Station [codename=1275018, latitude=-122000.0, longitude=-751800.0, basin=-]
Station [codename=1275019, latitude=-122200.0, longitude=-750300.0, basin=-]
Station [codename=1275020, latitude=-124100.0, longitude=-752400.0, basin=-]
Station [codename=1275021, latitude=-125700.0, longitude=-750600.0, basin=-]
Station [codename=1275022, latitude=-120100.0, longitude=-750200.0, basin=-]
Station [codename=1275023, latitude=-120700.0, longitude=-752600.0, basin=-]
Station [codename=1275024, latitude=-124000.0, longitude=-751900.0, basin=-]
Station [codename=1275025, latitude=-124500.0, longitude=-751800.0, basin=-]
Station [codename=1275026, latitude=-121000.0, longitude=-751400.0, basin=-]
Station [codename=1275027, latitude=-123700.0, longitude=-751200.0, basin=-]
Station [codename=1275028, latitude=-123400.0, longitude=-751500.0, basin=-]
Station [codename=1275029, latitude=-120200.0, longitude=-751900.0, basin=-]
Station [codename=1277001, latitude=-120000.0, longitude=-770700.0, basin=-]
Station [codename=1277002, latitude=-120600.0, longitude=-770000.0, basin=-]
Station [codename=1277003, latitude=-120500.0, longitude=-770100.0, basin=-]
Station [codename=1338001, latitude=-130000.0, longitude=-383700.0, basin=-]
Station [codename=1338003, latitude=-130100.0, longitude=-383100.0, basin=-]
Station [codename=1338004, latitude=-130100.0, longitude=-382900.0, basin=-]
Station [codename=1338005, latitude=-130100.0, longitude=-382900.0, basin=-]
Station [codename=1338006, latitude=-130100.0, longitude=-383100.0, basin=-]
Station [codename=1338007, latitude=-130100.0, longitude=-383100.0, basin=-]
Station [codename=1338008, latitude=-135500.0, longitude=-385700.0, basin=-]
Station [codename=1338009, latitude=-130009.0, longitude=-383835.0, basin=-]
Station [codename=1339000, latitude=-133604.0, longitude=-392930.0, basin=-]
Station [codename=1339001, latitude=-135600.0, longitude=-390600.0, basin=-]
Station [codename=1339002, latitude=-135600.0, longitude=-390600.0, basin=-]
Station [codename=1339003, latitude=-133200.0, longitude=-395700.0, basin=-]
Station [codename=1339004, latitude=-134500.0, longitude=-392900.0, basin=-]
Station [codename=1339005, latitude=-132500.0, longitude=-392400.0, basin=-]
Station [codename=1339008, latitude=-133121.0, longitude=-400715.0, basin=-]
Station [codename=1339010, latitude=-133400.0, longitude=-392800.0, basin=-]
Station [codename=1339011, latitude=-134400.0, longitude=-390900.0, basin=-]
Station [codename=1339012, latitude=-134838.0, longitude=-391009.0, basin=-]
Station [codename=1339013, latitude=-132700.0, longitude=-395600.0, basin=-]
Station [codename=1339014, latitude=-132700.0, longitude=-395600.0, basin=-]
Station [codename=1339015, latitude=-134400.0, longitude=-390900.0, basin=-]
Station [codename=1339017, latitude=-133200.0, longitude=-394500.0, basin=-]
Station [codename=1339018, latitude=-133958.0, longitude=-394759.0, basin=-]
Station [codename=1339019, latitude=-130600.0, longitude=-394700.0, basin=-]
Station [codename=1339020, latitude=-133401.0, longitude=-390007.0, basin=-]
Station [codename=1339021, latitude=-130100.0, longitude=-393500.0, basin=-]
Station [codename=1339023, latitude=-130500.0, longitude=-393500.0, basin=-]
Station [codename=1339024, latitude=-130100.0, longitude=-392700.0, basin=-]
Station [codename=1339025, latitude=-131700.0, longitude=-394900.0, basin=-]
Station [codename=1339027, latitude=-134105.0, longitude=-392844.0, basin=-]
Station [codename=1339028, latitude=-131600.0, longitude=-393900.0, basin=-]
Station [codename=1339029, latitude=-131000.0, longitude=-392500.0, basin=-]
Station [codename=1339030, latitude=-131330.0, longitude=-393015.0, basin=-]
Station [codename=1339033, latitude=-133700.0, longitude=-390500.0, basin=-]
Station [codename=1339034, latitude=-130151.0, longitude=-390156.0, basin=-]
Station [codename=1339035, latitude=-130100.0, longitude=-390000.0, basin=-]
Station [codename=1339036, latitude=-131055.0, longitude=-392530.0, basin=-]
Station [codename=1339037, latitude=-131600.0, longitude=-393900.0, basin=-]
Station [codename=1339038, latitude=-132202.0, longitude=-390438.0, basin=-]
Station [codename=1339039, latitude=-132200.0, longitude=-390400.0, basin=-]
Station [codename=1339040, latitude=-131700.0, longitude=-394900.0, basin=-]
Station [codename=1339041, latitude=-131751.0, longitude=-394917.0, basin=-]
Station [codename=1339042, latitude=-130614.0, longitude=-395357.0, basin=-]
Station [codename=1339043, latitude=-130000.0, longitude=-390000.0, basin=-]
Station [codename=1339044, latitude=-133548.0, longitude=-390729.0, basin=-]
Station [codename=1339045, latitude=-134500.0, longitude=-392900.0, basin=-]
Station [codename=1339046, latitude=-134500.0, longitude=-392900.0, basin=-]
Station [codename=1339047, latitude=-132225.0, longitude=-390458.0, basin=-]
Station [codename=1339048, latitude=-135555.0, longitude=-390931.0, basin=-]
Station [codename=1339049, latitude=-130000.0, longitude=-390000.0, basin=-]
Station [codename=1339050, latitude=-130000.0, longitude=-390000.0, basin=-]
Station [codename=1339052, latitude=-130000.0, longitude=-390000.0, basin=-]
Station [codename=1339054, latitude=-131600.0, longitude=-394000.0, basin=-]
Station [codename=1339055, latitude=-134830.0, longitude=-391003.0, basin=-]
Station [codename=1339056, latitude=-134659.0, longitude=-394102.0, basin=-]
Station [codename=1339057, latitude=-134357.0, longitude=-390854.0, basin=-]
Station [codename=1339058, latitude=-131523.0, longitude=-393410.0, basin=-]
Station [codename=1339059, latitude=-135640.0, longitude=-390640.0, basin=-]
Station [codename=1339060, latitude=-134448.0, longitude=-392903.0, basin=-]
Station [codename=1339061, latitude=-131330.0, longitude=-393015.0, basin=-]
Station [codename=1339062, latitude=-133219.0, longitude=-390555.0, basin=-]
Station [codename=1339063, latitude=-133614.0, longitude=-392923.0, basin=-]
Station [codename=1339064, latitude=-131612.0, longitude=-394008.0, basin=-]
Station [codename=1339065, latitude=-134523.0, longitude=-391802.0, basin=-]
Station [codename=1339066, latitude=-133600.0, longitude=-390800.0, basin=-]
Station [codename=1339067, latitude=-135600.0, longitude=-392900.0, basin=-]
Station [codename=1339068, latitude=-131051.0, longitude=-392524.0, basin=-]
Station [codename=1339069, latitude=-133423.0, longitude=-395627.0, basin=-]
Station [codename=1340000, latitude=-135200.0, longitude=-400500.0, basin=-]
Station [codename=1340001, latitude=-133201.0, longitude=-403644.0, basin=-]
Station [codename=1340002, latitude=-130300.0, longitude=-404500.0, basin=-]
Station [codename=1340003, latitude=-135256.0, longitude=-400825.0, basin=-]
Station [codename=1340005, latitude=-131800.0, longitude=-405700.0, basin=-]
Station [codename=1340006, latitude=-135029.0, longitude=-402216.0, basin=-]
Station [codename=1340007, latitude=-133200.0, longitude=-400800.0, basin=-]
Station [codename=1340008, latitude=-135100.0, longitude=-404000.0, basin=-]
Station [codename=1340009, latitude=-131800.0, longitude=-405700.0, basin=-]
Station [codename=1340010, latitude=-131300.0, longitude=-403500.0, basin=-]
Station [codename=1340011, latitude=-132625.0, longitude=-402552.0, basin=-]
Station [codename=1340012, latitude=-131933.0, longitude=-401440.0, basin=-]
Station [codename=1340013, latitude=-133929.0, longitude=-401223.0, basin=-]
Station [codename=1340014, latitude=-131330.0, longitude=-400929.0, basin=-]
Station [codename=1340015, latitude=-130120.0, longitude=-400405.0, basin=-]
Station [codename=1340016, latitude=-130800.0, longitude=-404600.0, basin=-]
Station [codename=1340017, latitude=-135900.0, longitude=-401100.0, basin=-]
Station [codename=1340018, latitude=-135003.0, longitude=-404814.0, basin=-]
Station [codename=1340019, latitude=-133015.0, longitude=-404455.0, basin=-]
